position_h,position_v,velocity_h,velocity_v,action_h,action_v,value
22,8,2,2,0,1,-18.64387243741219
22,8,2,2,1,-1,-18.992509865989675
22,8,2,2,1,0,-16.75188085265512
22,8,2,2,1,1,-16.461483100172277
19,9,3,1,-1,-1,-16.54966121820666
19,9,3,1,-1,0,-17.61883935110329
19,9,3,1,-1,1,-12.561402123351964
19,9,3,1,0,-1,-16.406091420042515
19,9,3,1,0,0,-14.983191526053925
19,9,3,1,0,1,-19.26121002040725
19,9,3,1,1,-1,-16.945665830459216
19,9,3,1,1,0,-18.703959716291262
19,9,3,1,1,1,-13.884404474726907
19,7,3,1,-1,-1,-8.042882103378997
19,7,3,1,-1,0,-16.143411354857708
19,7,3,1,-1,1,-17.736764805413447
19,7,3,1,0,-1,-7.418754087489331
19,7,3,1,0,0,-17.814759813375993
19,7,3,1,0,1,-14.72212751477828
19,7,3,1,1,-1,-13.05783755157171
19,7,3,1,1,0,-10.439736037622309
19,7,3,1,1,1,-17.141953751553576
17,7,2,0,-1,0,-13.849882697391491
17,7,2,0,-1,1,-15.252419256364647
17,7,2,0,0,0,-6.169199686551236
17,7,2,0,0,1,-13.357179110632627
17,7,2,0,1,0,-10.090206790108045
17,7,2,0,1,1,-10.063958387138932
14,8,3,1,-1,-1,-13.964796300709187
14,8,3,1,-1,0,-19.973816908500783
14,8,3,1,-1,1,-16.334390800106604
14,8,3,1,0,-1,-17.607492071083314
14,8,3,1,0,0,-13.6796001608907
14,8,3,1,0,1,-15.689432157321953
14,8,3,1,1,-1,-6.7188395260153895
14,8,3,1,1,0,-17.932543515788563
14,8,3,1,1,1,-24.0
18,7,3,0,-1,0,-21.0
18,7,3,0,-1,1,-15.328167016898417
18,7,3,0,0,0,-9.541304053525138
18,7,3,0,0,1,-20.101545154207358
18,7,3,0,1,0,-20.0
18,7,3,0,1,1,-19.582994691545444
14,7,4,0,-1,0,0.12987738228595092
14,7,4,0,-1,1,-20.96028629924953
14,7,4,0,0,0,0.34123085026191735
14,7,4,0,0,1,0.042703292185908626
14,7,4,0,1,0,0.06777689888501826
14,7,4,0,1,1,-19.0
9,8,5,1,-1,-1,0.35317261754952245
9,8,5,1,-1,0,0.062264444752877846
9,8,5,1,-1,1,0.1768245247874488
9,8,5,1,0,-1,-8.0
9,8,5,1,0,0,-18.0
9,8,5,1,0,1,0.04168882824987186
21,7,2,1,-1,-1,-20.158830652290707
21,7,2,1,-1,0,-23.094318385330396
21,7,2,1,-1,1,-18.869550574754694
21,7,2,1,0,-1,-15.888138386245233
21,7,2,1,0,0,-19.773929156189904
21,7,2,1,0,1,-22.153547605346603
21,7,2,1,1,-1,-20.355584784277863
21,7,2,1,1,0,-18.770448075943595
21,7,2,1,1,1,-20.251411972456825
18,9,3,2,-1,-1,-24.0
18,9,3,2,-1,0,-16.100348170075346
18,9,3,2,-1,1,-12.0
18,9,3,2,0,-1,-21.785112792753544
18,9,3,2,0,0,-10.081785095494643
18,9,3,2,0,1,-14.0
18,9,3,2,1,-1,-20.0
18,9,3,2,1,0,-26.0
18,9,3,2,1,1,-12.60461741545365
4,9,5,1,0,0,-17.0
4,9,5,1,-1,-1,-18.0
4,9,5,1,-1,0,-17.0
4,9,5,1,-1,1,-15.0
4,9,5,1,0,-1,-11.818279853513465
4,9,5,1,0,1,-14.0
18,9,1,1,-1,-1,-22.0
18,9,1,1,-1,0,-17.011708752633357
18,9,1,1,-1,1,-18.583257444464273
18,9,1,1,0,-1,-17.863949189838948
18,9,1,1,0,0,-17.115829572487677
18,9,1,1,0,1,-19.0
18,9,1,1,1,-1,-16.69607285256178
18,9,1,1,1,0,-14.153322183028434
18,9,1,1,1,1,-18.33290612081613
18,9,0,0,0,1,-21.0
18,9,0,0,1,0,-17.560988785096743
18,9,0,0,1,1,-21.0
20,9,2,2,-1,-1,-17.357131996420765
20,9,2,2,-1,0,-18.51708387251708
20,9,2,2,-1,1,-20.49375704693625
20,9,2,2,0,-1,-23.0
20,9,2,2,0,0,-12.178135265073536
20,9,2,2,0,1,-17.045871625726907
20,9,2,2,1,-1,-20.73718449131716
20,9,2,2,1,0,-21.87789756804175
20,9,2,2,1,1,-21.397871811653033
19,8,0,0,0,1,-13.95159731505056
19,8,0,0,1,0,-18.76926684066683
19,8,0,0,1,1,-18.02681944889513
21,6,0,0,0,1,-18.57514598831703
21,6,0,0,1,0,-11.699341866563794
21,6,0,0,1,1,-18.85712593710296
19,6,1,0,-1,0,-13.562779391747954
19,6,1,0,-1,1,-24.0
19,6,1,0,0,0,-13.480502631465399
19,6,1,0,0,1,-19.102967484116963
19,6,1,0,1,0,-6.750263641658047
19,6,1,0,1,1,-15.425532017904315
18,7,1,1,-1,-1,-17.25801154863241
18,7,1,1,-1,0,-16.99887384748984
18,7,1,1,-1,1,-13.655402603907513
18,7,1,1,0,-1,-15.84878363822908
18,7,1,1,0,0,-17.56144427447372
18,7,1,1,0,1,-15.584671894995541
18,7,1,1,1,-1,-7.031703686982415
18,7,1,1,1,0,-16.71753491183149
18,7,1,1,1,1,-19.316982375190502
17,8,1,1,-1,-1,-15.971372805079854
17,8,1,1,-1,0,-18.245976871603578
17,8,1,1,-1,1,-17.13952029212952
17,8,1,1,0,-1,-19.0
17,8,1,1,0,0,-15.438134008712193
17,8,1,1,0,1,-17.49362914801032
17,8,1,1,1,-1,-16.16551497670747
17,8,1,1,1,0,-15.43994988068782
17,8,1,1,1,1,-12.305667625822455
19,8,3,1,-1,-1,-19.234932782713738
19,8,3,1,-1,0,-19.986304339485898
19,8,3,1,-1,1,-19.576506707508432
19,8,3,1,0,-1,-18.859270949236272
19,8,3,1,0,0,-18.913542237637145
19,8,3,1,0,1,-19.35238785768261
19,8,3,1,1,-1,-6.083334965543269
19,8,3,1,1,0,-17.776267581265145
19,8,3,1,1,1,-15.309895056118757
15,9,2,1,-1,-1,-24.0
15,9,2,1,-1,0,-11.180053871327882
15,9,2,1,-1,1,-24.0
15,9,2,1,0,-1,-17.0
15,9,2,1,0,0,-15.720247299709555
15,9,2,1,0,1,-18.79903707835823
15,9,2,1,1,-1,-17.2027881655172
15,9,2,1,1,0,-16.0
15,9,2,1,1,1,-16.334904604570024
19,5,1,0,-1,0,-15.921511773290177
19,5,1,0,-1,1,-14.56702388981895
19,5,1,0,0,0,-21.60302058049687
19,5,1,0,0,1,-17.323097824058284
19,5,1,0,1,0,-9.632817713585593
19,5,1,0,1,1,-15.270156876244844
18,5,1,0,-1,0,-19.0
18,5,1,0,-1,1,-17.0
18,5,1,0,0,0,-23.0
18,5,1,0,0,1,-24.0
18,5,1,0,1,0,-8.374563168411505
18,5,1,0,1,1,-12.701476405213477
17,5,1,0,-1,0,-11.0
17,5,1,0,-1,1,0.3847170330019172
17,5,1,0,0,0,0.0652340139030344
17,5,1,0,0,1,-22.0
17,5,1,0,1,0,-7.999999999999999
17,5,1,0,1,1,-6.0
16,6,1,1,-1,-1,-15.63798104373003
16,6,1,1,-1,0,-8.186623132044275
16,6,1,1,-1,1,-10.763213180861754
16,6,1,1,0,-1,-7.478254397972499
16,6,1,1,0,0,-11.526553329314098
16,6,1,1,0,1,-14.49612740530161
16,6,1,1,1,-1,-4.646806740711994
16,6,1,1,1,0,-7.420621118436324
16,6,1,1,1,1,-12.254243390351714
14,6,2,0,-1,0,-7.276831813454552
14,6,2,0,-1,1,-9.087408062011288
14,6,2,0,0,0,-5.904085926995026
14,6,2,0,0,1,-3.6805764962676655
14,6,2,0,1,0,-7.2985661629029615
14,6,2,0,1,1,-9.269326651795332
12,6,2,0,-1,0,-11.087608661029732
12,6,2,0,-1,1,-11.338014719911712
12,6,2,0,0,0,-12.472693777591306
12,6,2,0,0,1,-18.119350805947793
12,6,2,0,1,0,-19.0
12,6,2,0,1,1,-6.432964330844542
9,6,3,0,-1,0,-23.0
9,6,3,0,-1,1,-18.0
9,6,3,0,0,0,-18.0
9,6,3,0,0,1,-13.19866904030522
9,6,3,0,1,0,-20.0
9,6,3,0,1,1,-13.999489092293459
6,6,3,0,-1,0,-16.259456716287247
6,6,3,0,-1,1,-17.0
6,6,3,0,0,0,-19.0
6,6,3,0,0,1,-13.64484808346361
6,6,3,0,1,0,-14.860924987743095
6,6,3,0,1,1,-21.0
4,7,2,1,-1,-1,0.0018515101798423084
4,7,2,1,-1,0,0.37320845190728125
4,7,2,1,-1,1,0.6794171778444791
4,7,2,1,0,-1,-16.0
4,7,2,1,0,0,-16.0
4,7,2,1,0,1,0.5734053050162642
4,7,2,1,1,-1,0.3405331966891101
4,7,2,1,1,0,-4.0
4,7,2,1,1,1,0.4460507415349215
2,7,2,0,-1,0,-13.0
2,7,2,0,-1,1,-9.0
2,7,2,0,0,0,-11.0
2,7,2,0,0,1,-15.0
2,7,2,0,1,0,-8.0
2,7,2,0,1,1,-11.0
0,8,2,1,-1,-1,0.2251645539365278
0,8,2,1,-1,0,0.5768044245080425
0,8,2,1,-1,1,-13.0
0,8,2,1,0,-1,0.11077625721452833
0,8,2,1,0,0,-14.0
0,8,2,1,0,1,0.2413037920825617
0,8,2,1,1,-1,-13.0
0,8,2,1,1,0,0.16057580613395805
0,8,2,1,1,1,0.45690395286743113
20,5,1,0,0,0,-10.8762291407595
20,5,1,0,-1,0,-15.58565187696873
20,5,1,0,-1,1,-14.96957440442353
20,5,1,0,0,1,-10.868190259516524
20,5,1,0,1,0,-12.053647114393788
20,5,1,0,1,1,-7.474861200520471
19,8,2,1,-1,-1,-14.684210744112818
19,8,2,1,-1,0,-24.627083755585684
19,8,2,1,-1,1,-21.0
19,8,2,1,0,-1,-26.0
19,8,2,1,0,0,-23.0
19,8,2,1,0,1,-19.299659067774662
19,8,2,1,1,-1,-19.90425607435483
19,8,2,1,1,0,-15.95082456319412
19,8,2,1,1,1,-20.64541387956618
19,7,3,0,-1,0,-7.462000308698016
19,7,3,0,-1,1,-12.063837094111511
19,7,3,0,0,0,-6.353064684300949
19,7,3,0,0,1,-13.304987629399589
19,7,3,0,1,0,-12.997804907750199
19,7,3,0,1,1,-9.066046951041852
16,7,3,0,-1,0,-8.153481354013865
16,7,3,0,-1,1,-8.034733178306457
16,7,3,0,0,0,-5.408189578045347
16,7,3,0,0,1,-7.579100924181746
16,7,3,0,1,0,-6.876849664448826
16,7,3,0,1,1,-13.079115378131483
13,7,3,0,-1,0,-9.752118806373494
13,7,3,0,-1,1,-4.627137288271873
13,7,3,0,0,0,-9.75625056540824
13,7,3,0,0,1,-8.265894332119435
13,7,3,0,1,0,-15.289176953590147
13,7,3,0,1,1,-5.420632493447776
9,7,4,0,-1,0,-15.301454713641746
9,7,4,0,-1,1,-15.434536095885822
9,7,4,0,0,0,-15.513947151360256
9,7,4,0,0,1,-15.174996330343772
9,7,4,0,1,0,-14.110166724603904
9,7,4,0,1,1,-17.5647157177181
5,7,4,0,-1,0,-16.97184888276248
5,7,4,0,-1,1,-21.0
5,7,4,0,0,0,-20.0
5,7,4,0,0,1,-21.062579095898798
5,7,4,0,1,0,-15.413634655670625
5,7,4,0,1,1,-12.286532013540445
18,8,3,1,-1,-1,-18.570608039804437
18,8,3,1,-1,0,-17.348954240105265
18,8,3,1,-1,1,-16.239320157827258
18,8,3,1,0,-1,-18.0
18,8,3,1,0,0,-18.923934521144513
18,8,3,1,0,1,-18.266107697865753
18,8,3,1,1,-1,-20.036465345127958
18,8,3,1,1,0,-19.37137684777798
18,8,3,1,1,1,-19.856530225660304
16,8,2,0,-1,0,-13.589321156568179
16,8,2,0,-1,1,-20.242721704964037
16,8,2,0,0,0,-16.354508387383262
16,8,2,0,0,1,-15.44026406455556
16,8,2,0,1,0,-6.522757458513117
16,8,2,0,1,1,-15.410057299120396
13,9,3,1,-1,-1,-9.66734637114863
13,9,3,1,-1,0,-20.423231606119316
13,9,3,1,-1,1,-22.0
13,9,3,1,0,-1,-9.838950479947961
13,9,3,1,0,0,-13.0
13,9,3,1,0,1,-15.985010518340967
13,9,3,1,1,-1,-16.0
13,9,3,1,1,0,-24.0
13,9,3,1,1,1,-18.17308030678532
16,9,2,1,-1,-1,-20.264276489207596
16,9,2,1,-1,0,-17.458418061078874
16,9,2,1,-1,1,-16.281029327098253
16,9,2,1,0,-1,-16.938406179509446
16,9,2,1,0,0,-16.44059339313723
16,9,2,1,0,1,-20.7522470585192
16,9,2,1,1,-1,-16.17895973952384
16,9,2,1,1,0,-17.51567443892185
16,9,2,1,1,1,-11.034637812591878
1,8,4,1,1,0,-22.0
1,8,4,1,-1,-1,-15.838225082922454
1,8,4,1,-1,0,-9.0
1,8,4,1,-1,1,-18.993920972644375
1,8,4,1,0,-1,-17.38259797624358
1,8,4,1,0,0,-15.0
1,8,4,1,0,1,-17.75672591543834
1,8,4,1,1,-1,-11.0
1,8,4,1,1,1,-8.126845476178856
17,9,2,0,-1,0,-14.061943669171646
17,9,2,0,-1,1,-18.0
17,9,2,0,0,0,-19.781171668498928
17,9,2,0,0,1,-17.51773327979978
17,9,2,0,1,0,-16.644193941188348
17,9,2,0,1,1,-23.0
16,9,1,0,-1,0,-13.038659798257322
16,9,1,0,-1,1,-16.81088157026535
16,9,1,0,0,0,-15.335820816976536
16,9,1,0,0,1,-20.262739607431058
16,9,1,0,1,0,-18.143039341434772
16,9,1,0,1,1,-18.75929111522626
16,9,0,0,0,1,-17.9054984084443
16,9,0,0,1,0,-13.401935360540698
16,9,0,0,1,1,-11.772069043855398
19,6,0,0,0,1,-12.927187372184775
19,6,0,0,1,0,-18.0
19,6,0,0,1,1,-23.0
19,7,0,1,0,-1,-16.0
19,7,0,1,0,0,-15.214148143183682
19,7,0,1,0,1,-11.801801678077123
19,7,0,1,1,-1,-13.834946666889218
19,7,0,1,1,0,-14.58599149311661
19,7,0,1,1,1,-23.0
19,8,0,1,0,-1,-14.792703073299098
19,8,0,1,0,0,-18.191154057429898
19,8,0,1,0,1,-17.36879906767738
19,8,0,1,1,-1,-16.281223751397384
19,8,0,1,1,0,-17.129256013802777
19,8,0,1,1,1,-11.773501322933239
18,9,3,1,-1,-1,-16.514400552625585
18,9,3,1,-1,0,-18.630432123657965
18,9,3,1,-1,1,-25.0
18,9,3,1,0,-1,-13.426873520409845
18,9,3,1,0,0,-18.193245446107852
18,9,3,1,0,1,-17.979675527904437
18,9,3,1,1,-1,-18.1557273697603
18,9,3,1,1,0,-18.358617097726537
18,9,3,1,1,1,-18.94471814372065
19,7,1,0,-1,0,-20.334016922840576
19,7,1,0,-1,1,-16.104183056815494
19,7,1,0,0,0,-17.250993976299682
19,7,1,0,0,1,-18.6424416420506
19,7,1,0,1,0,-16.677444069771795
19,7,1,0,1,1,-20.05719689251911
18,7,1,0,-1,0,-14.824425874612398
18,7,1,0,-1,1,-22.419113632916247
18,7,1,0,0,0,-19.362803361037376
18,7,1,0,0,1,-17.541540179141723
18,7,1,0,1,0,-19.18915056468307
18,7,1,0,1,1,-17.937616033259182
15,8,1,0,-1,0,-13.806461774014052
15,8,1,0,-1,1,-20.0
15,8,1,0,0,0,-10.601416935458149
15,8,1,0,0,1,-11.476833809144903
15,8,1,0,1,0,-6.340433890886088
15,8,1,0,1,1,-17.825512337542868
15,9,0,1,0,-1,-21.0
15,9,0,1,0,0,-19.0
15,9,0,1,0,1,-17.0
15,9,0,1,1,-1,-17.0
15,9,0,1,1,0,-6.0
15,9,0,1,1,1,-20.0
17,9,3,1,-1,-1,-13.0
17,9,3,1,-1,0,-19.0
17,9,3,1,-1,1,-17.0
17,9,3,1,0,-1,-13.0
17,9,3,1,0,0,-16.371721937005688
17,9,3,1,0,1,-22.0
17,9,3,1,1,-1,-12.728469397941623
17,9,3,1,1,0,-26.0
17,9,3,1,1,1,-13.370271121784223
22,8,0,1,0,-1,-18.756334057910085
22,8,0,1,0,0,-17.640937408581664
22,8,0,1,0,1,-17.95954252706156
22,8,0,1,1,-1,-18.3401162970641
22,8,0,1,1,0,-19.673303400182828
22,8,0,1,1,1,-20.612615906398972
19,7,2,0,-1,0,-21.331306097231984
19,7,2,0,-1,1,-16.1415904747022
19,7,2,0,0,0,-9.032626129707669
19,7,2,0,0,1,-15.756636117549998
19,7,2,0,1,0,-16.734604891966924
19,7,2,0,1,1,-20.503320857055286
17,8,2,1,-1,-1,-25.0
17,8,2,1,-1,0,-24.0
17,8,2,1,-1,1,-19.08708481954354
17,8,2,1,0,-1,-17.39570000169222
17,8,2,1,0,0,-21.897365491180693
17,8,2,1,0,1,-17.469181535657615
17,8,2,1,1,-1,-18.08323758752319
17,8,2,1,1,0,-25.0
17,8,2,1,1,1,-11.168523786212548
15,8,2,0,-1,0,-15.469276937787106
15,8,2,0,-1,1,-15.393344781487311
15,8,2,0,0,0,-23.107486846135355
15,8,2,0,0,1,-15.72131967470262
15,8,2,0,1,0,-6.042733103196323
15,8,2,0,1,1,-12.26050130659393
13,9,2,1,-1,-1,-15.377439469502816
13,9,2,1,-1,0,-19.0
13,9,2,1,-1,1,-15.36086936901676
13,9,2,1,0,-1,-5.161759265765178
13,9,2,1,0,0,-13.460402428146121
13,9,2,1,0,1,-16.293223567011875
13,9,2,1,1,-1,-7.786177533036626
13,9,2,1,1,0,-10.515472038481525
13,9,2,1,1,1,-16.218178702110357
12,7,4,0,-1,0,-18.42477455647399
12,7,4,0,-1,1,-3.927584002008984
12,7,4,0,0,0,-13.440236994324353
12,7,4,0,0,1,-9.775053388297247
12,7,4,0,1,0,-15.896961704783156
12,7,4,0,1,1,-15.970616716743832
7,7,5,0,-1,0,-14.202912144198605
7,7,5,0,-1,1,-12.58925205187556
7,7,5,0,0,0,-14.383804646734745
7,7,5,0,0,1,-12.382825976868025
3,7,4,0,-1,0,-14.593585391030903
3,7,4,0,-1,1,-14.141141293780128
3,7,4,0,0,0,-12.225813214488554
3,7,4,0,0,1,-17.100071074819684
3,7,4,0,1,0,-14.0
3,7,4,0,1,1,-12.390604868494759
20,7,1,1,-1,-1,-20.225561109685952
20,7,1,1,-1,0,-19.501465099144312
20,7,1,1,-1,1,-18.72876502781873
20,7,1,1,0,-1,-15.87636138382791
20,7,1,1,0,0,-18.064856039129598
20,7,1,1,0,1,-18.491880618582442
20,7,1,1,1,-1,-21.116135997556704
20,7,1,1,1,0,-19.23101341387504
20,7,1,1,1,1,-18.28314389598593
16,8,1,0,-1,0,-11.733722827387634
16,8,1,0,-1,1,-18.0
16,8,1,0,0,0,-14.77284653642421
16,8,1,0,0,1,-13.061202223043594
16,8,1,0,1,0,-5.740016423428803
16,8,1,0,1,1,-15.06563339038923
13,8,1,0,-1,0,-15.453430954897886
13,8,1,0,-1,1,-18.43014530380884
13,8,1,0,0,0,-13.744672397170364
13,8,1,0,0,1,-16.211367980358375
13,8,1,0,1,0,-20.0
13,8,1,0,1,1,-7.305655180060421
13,8,0,0,0,1,-12.741275239760235
13,8,0,0,1,0,-19.0
13,8,0,0,1,1,-18.0
12,8,1,0,-1,0,-16.889289779103038
12,8,1,0,-1,1,-13.185225731038638
12,8,1,0,0,0,-18.0
12,8,1,0,0,1,-18.0
12,8,1,0,1,0,-18.958254221232593
12,8,1,0,1,1,-14.819998471689694
11,9,1,1,-1,-1,-13.534186116034506
11,9,1,1,-1,0,-15.0
11,9,1,1,-1,1,-23.0
11,9,1,1,0,-1,-6.893672783144177
11,9,1,1,0,0,-9.92957239298371
11,9,1,1,0,1,-10.408336574036946
11,9,1,1,1,-1,-21.0
11,9,1,1,1,0,-17.0
11,9,1,1,1,1,-21.0
14,8,2,0,-1,0,-18.187255767120217
14,8,2,0,-1,1,-18.63022353465043
14,8,2,0,0,0,-15.198127443450776
14,8,2,0,0,1,-14.902132574686929
14,8,2,0,1,0,-4.611119186431393
14,8,2,0,1,1,-12.652340514668323
23,5,1,1,-1,-1,-13.77254603139752
23,5,1,1,-1,0,-13.305661443432252
23,5,1,1,-1,1,-13.007950914135625
23,5,1,1,0,-1,-11.567936439265557
23,5,1,1,0,0,-11.177437466049591
23,5,1,1,0,1,-15.49078970584939
23,5,1,1,1,-1,-7.727902950826767
23,5,1,1,1,0,-10.099728904421863
23,5,1,1,1,1,-13.228783644285265
19,6,2,1,-1,-1,-8.946345079647655
19,6,2,1,-1,0,-9.335673715862903
19,6,2,1,-1,1,-12.834945954834414
19,6,2,1,0,-1,-6.750149334700484
19,6,2,1,0,0,-8.003359419133908
19,6,2,1,0,1,-9.15261883422109
19,6,2,1,1,-1,-4.7322162533147845
19,6,2,1,1,0,-7.476489955890076
19,6,2,1,1,1,-12.939471609697653
20,9,0,0,0,1,-19.49731243747933
20,9,0,0,1,0,-16.439891392506354
20,9,0,0,1,1,-14.4133131395499
14,9,4,1,-1,-1,-24.0
14,9,4,1,-1,0,-18.787684210982373
14,9,4,1,-1,1,-19.0
14,9,4,1,0,-1,-14.0
14,9,4,1,0,0,-11.0
14,9,4,1,0,1,-25.0
14,9,4,1,1,-1,-11.773414714782657
14,9,4,1,1,0,-24.0
14,9,4,1,1,1,-14.0
11,9,3,0,-1,0,-4.28993554520722
11,9,3,0,-1,1,-9.601268691938307
11,9,3,0,0,0,-12.899805605698619
11,9,3,0,0,1,-10.262751636215675
11,9,3,0,1,0,-13.547591231709474
11,9,3,0,1,1,-13.459710743096984
8,9,3,0,-1,0,-9.106881351493387
8,9,3,0,-1,1,-22.0
8,9,3,0,0,0,-22.0
8,9,3,0,0,1,-22.0
8,9,3,0,1,0,-17.576815788832786
8,9,3,0,1,1,-17.447457648917865
4,9,4,0,-1,0,-16.92614885417547
4,9,4,0,-1,1,-15.337570891368719
4,9,4,0,0,0,-14.032502767470422
4,9,4,0,0,1,-14.104321760342557
4,9,4,0,1,0,-13.536613697267626
4,9,4,0,1,1,-12.615925996749617
21,7,0,0,0,1,-16.990603000277172
21,7,0,0,1,0,-19.66293070343562
21,7,0,0,1,1,-14.797185196332101
18,8,3,0,-1,0,-9.778486083321177
18,8,3,0,-1,1,-12.945446043034101
18,8,3,0,0,0,-5.775815720442371
18,8,3,0,0,1,-13.731725025668641
18,8,3,0,1,0,-12.140168289185619
18,8,3,0,1,1,-16.042313067186008
15,9,3,1,-1,-1,-14.016149332461099
15,9,3,1,-1,0,-17.96261553672609
15,9,3,1,-1,1,-12.842831741441378
15,9,3,1,0,-1,-16.0
15,9,3,1,0,0,-20.896623979476527
15,9,3,1,0,1,-16.46202090156809
15,9,3,1,1,-1,-13.412332694218135
15,9,3,1,1,0,-14.003532384465764
15,9,3,1,1,1,-11.194902990204309
14,9,1,1,1,1,-20.227627723013683
14,9,1,1,-1,-1,-15.807971286077102
14,9,1,1,-1,0,-14.419884114655186
14,9,1,1,-1,1,-13.782262589993529
14,9,1,1,0,-1,-14.539497272267933
14,9,1,1,0,0,-18.0
14,9,1,1,0,1,-14.34222154765099
14,9,1,1,1,-1,-16.74958553827446
14,9,1,1,1,0,-10.047040218993116
22,4,2,0,-1,0,-16.67439727342863
22,4,2,0,-1,1,-8.194197319769806
22,4,2,0,0,0,-18.035898449462536
22,4,2,0,0,1,-17.004948280747023
22,4,2,0,1,0,-16.69338960086604
22,4,2,0,1,1,-11.349383856564833
20,5,2,1,-1,-1,-14.318092831203574
20,5,2,1,-1,0,-25.0
20,5,2,1,-1,1,-25.112589224523663
20,5,2,1,0,-1,-13.464154718549262
20,5,2,1,0,0,-17.0
20,5,2,1,0,1,-15.0
20,5,2,1,1,-1,-15.0
20,5,2,1,1,0,-13.0
20,5,2,1,1,1,-22.0
19,7,1,2,-1,-1,0.05429374666441067
19,7,1,2,-1,0,-25.0
19,7,1,2,-1,1,0.2946547135705603
19,7,1,2,0,-1,0.6590680769519828
19,7,1,2,0,0,0.006372846008717903
19,7,1,2,0,1,0.48267255397861186
19,7,1,2,1,-1,-13.0
19,7,1,2,1,0,-22.0
19,7,1,2,1,1,0.7074090491263886
17,9,2,2,-1,-1,-18.678875021051628
17,9,2,2,-1,0,-14.029962040416379
17,9,2,2,-1,1,-19.37989637235936
17,9,2,2,0,-1,-18.145100664458788
17,9,2,2,0,0,-19.244964152653477
17,9,2,2,0,1,-22.700624981791172
17,9,2,2,1,-1,-17.655848382565743
17,9,2,2,1,0,-18.76014647756982
17,9,2,2,1,1,-18.68004204700627
20,6,2,1,-1,-1,-19.14712238740094
20,6,2,1,-1,0,-15.946663926886398
20,6,2,1,-1,1,-22.236471285558604
20,6,2,1,0,-1,-19.788633249284555
20,6,2,1,0,0,-19.103531264122495
20,6,2,1,0,1,-17.861969638271983
20,6,2,1,1,-1,-18.29315998358426
20,6,2,1,1,0,-18.754101371135363
20,6,2,1,1,1,-18.940714755800837
17,8,3,2,-1,-1,-20.0
17,8,3,2,-1,0,-8.03448275862069
17,8,3,2,-1,1,-7.999999999999999
17,8,3,2,0,-1,-20.0
17,8,3,2,0,0,-26.0
17,8,3,2,0,1,-18.10098109381257
17,8,3,2,1,-1,-11.199985926778476
17,8,3,2,1,0,-17.236465190436807
17,8,3,2,1,1,-24.0
19,7,1,1,1,0,-20.379548105279166
19,7,1,1,-1,-1,-16.7121876725388
19,7,1,1,-1,0,-12.623737711919553
19,7,1,1,-1,1,-18.154878996330037
19,7,1,1,0,-1,-16.717226483615907
19,7,1,1,0,0,-15.051082504056714
19,7,1,1,0,1,-14.868254001367157
19,7,1,1,1,-1,-16.11933181098206
19,7,1,1,1,1,-18.65812269652115
17,9,1,1,-1,-1,-16.96415095237018
17,9,1,1,-1,0,-16.26575100503854
17,9,1,1,-1,1,-12.473681335813401
17,9,1,1,0,-1,-17.499465959412916
17,9,1,1,0,0,-16.721857776532893
17,9,1,1,0,1,-18.181454698685766
17,9,1,1,1,-1,-18.227980950075725
17,9,1,1,1,0,-17.0
17,9,1,1,1,1,-17.533185395231893
13,9,1,0,-1,0,-17.0
13,9,1,0,-1,1,-12.387695928017775
13,9,1,0,0,0,-15.0
13,9,1,0,0,1,-10.230642949297426
13,9,1,0,1,0,-18.0
13,9,1,0,1,1,-13.769686978653723
18,9,2,1,-1,-1,-19.878781823370502
18,9,2,1,-1,0,-16.947618041792936
18,9,2,1,-1,1,-16.927380434348372
18,9,2,1,0,-1,-16.709511392658175
18,9,2,1,0,0,-14.75237132554781
18,9,2,1,0,1,-19.568639206717553
18,9,2,1,1,-1,-17.20745491533913
18,9,2,1,1,0,-16.197776879065298
18,9,2,1,1,1,-21.0
15,9,3,0,-1,0,-20.0
15,9,3,0,-1,1,-10.537885640689177
15,9,3,0,0,0,-16.32708069430781
15,9,3,0,0,1,-16.06128994597794
15,9,3,0,1,0,-19.19910697942405
15,9,3,0,1,1,-24.0
11,9,4,0,-1,0,-10.160171880959917
11,9,4,0,-1,1,-20.0
11,9,4,0,0,0,-20.63492961014263
11,9,4,0,0,1,-17.980988551574136
11,9,4,0,1,0,-20.6010535117232
11,9,4,0,1,1,-13.73814752315983
7,10,4,1,-1,-1,-16.39250602352789
7,10,4,1,-1,0,-13.194165612755295
7,10,4,1,-1,1,-20.3634808973321
7,10,4,1,0,-1,-13.050465384487733
7,10,4,1,0,0,-15.999999999999998
7,10,4,1,0,1,-17.237369813171096
7,10,4,1,1,-1,-13.0
7,10,4,1,1,0,-11.551095631200614
7,10,4,1,1,1,-22.0
3,12,4,2,-1,-1,-13.342621647598719
3,12,4,2,-1,0,-10.710160011755638
3,12,4,2,-1,1,-17.84905531056802
3,12,4,2,0,-1,-11.203046061364802
3,12,4,2,0,0,-11.0
3,12,4,2,0,1,-19.0
3,12,4,2,1,-1,-10.631881907823214
3,12,4,2,1,0,-8.551655873624435
3,12,4,2,1,1,-15.830337982321394
0,14,3,2,-1,-1,-10.083679509463293
0,14,3,2,-1,0,-10.893605133726409
0,14,3,2,-1,1,-13.922043539310824
0,14,3,2,0,-1,-15.0
0,14,3,2,0,0,-11.479777954004758
0,14,3,2,0,1,-19.0
0,14,3,2,1,-1,-9.480782299559035
